Apyg. Nr. Apylinkės sąraše;Apygardos pavadinimas;Apyl. Nr.;Apylinkės pavadinimas;Rinkėjų skaičius Iš viso;Iš viso vyrų;Iš viso moterų
16;Kauno rajono;65;65 - Uosiuko;1567;765;802
17;Kazlų Rūdos;1;1 - Kazlų Rūdos;1047;500;547
17;Kazlų Rūdos;2;2 - Pušų;1765;751;1014
17;Kazlų Rūdos;3;3 - Mindaugo;1282;591;691
17;Kazlų Rūdos;4;4 - Liepų;477;222;255
17;Kazlų Rūdos;5;5 - Bagotosios;455;236;219
17;Kazlų Rūdos;6;6 - Antanavo;567;276;291
17;Kazlų Rūdos;7;7 - Višakio Rūdos;361;184;177
17;Kazlų Rūdos;8;8 - Jūrės;588;317;271
17;Kazlų Rūdos;9;9 - Jūrės;337;164;173
17;Kazlų Rūdos;10;10 - Plutiškių;467;226;241
17;Kazlų Rūdos;11;11 - Ąžuolų Būdos;801;407;394
17;Kazlų Rūdos;12;12 - Bebruliškės;343;183;160
17;Kazlų Rūdos;13;13 - Būdos;301;154;147
17;Kazlų Rūdos;14;14 - Jankų;471;225;246
18;Kelmės rajono;1;1 - Budraičių;233;112;121
18;Kelmės rajono;2;2 - Butkiškės;194;99;95
18;Kelmės rajono;3;3 - Dubėnų;278;147;131
18;Kelmės rajono;4;4 - Gailių;284;146;138
18;Kelmės rajono;6;6 - Janaučių;554;295;259
18;Kelmės rajono;7;7 - Junkilų;305;150;155
18;Kelmės rajono;8;8 - Karklėnų;350;179;171
18;Kelmės rajono;9;9 - Centro;2446;1053;1393
18;Kelmės rajono;10;10 - A. Mackevičiaus;2664;1122;1542
18;Kelmės rajono;11;11 - Kalno;1887;872;1015
18;Kelmės rajono;12;12 - Kiaunorių;355;184;171
18;Kelmės rajono;13;13 - Kolainių;315;158;157
18;Kelmės rajono;14;14 - Kražių;646;308;338
18;Kelmės rajono;15;15 - Kukečių;626;316;310
18;Kelmės rajono;17;17 - Liolių;681;333;348
18;Kelmės rajono;18;18 - Lupikų;520;262;258
18;Kelmės rajono;19;19 - Maironių;657;345;312
18;Kelmės rajono;21;21 - Mockaičių;246;130;116
18;Kelmės rajono;22;22 - Pagryžuvio;627;303;324
18;Kelmės rajono;23;23 - Pakėvio;268;140;128
18;Kelmės rajono;24;24 - Pakražančio;510;255;255
18;Kelmės rajono;27;27 - Pašilės;207;109;98
18;Kelmės rajono;28;28 - Pavėžupio;196;101;95
18;Kelmės rajono;29;29 - Petrališkės;306;165;141
18;Kelmės rajono;30;30 - Stulgių;260;138;122
18;Kelmės rajono;31;31 - Šaltenių;300;163;137
18;Kelmės rajono;32;32 - Šaukėnų;805;385;420
18;Kelmės rajono;33;33 - Šedbarų;270;140;130
18;Kelmės rajono;35;35 - Tytuvėnų;1858;864;994
18;Kelmės rajono;36;36 - Užvenčio;1500;728;772
18;Kelmės rajono;37;37 - Vaiguvos;361;187;174
18;Kelmės rajono;38;38 - Valpainių;308;148;160
18;Kelmės rajono;39;39 - Verpenos;425;220;205
18;Kelmės rajono;40;40 - Vidsodžio;345;188;157
18;Kelmės rajono;41;41 - Žalpių;244;120;124
19;Kėdainių rajono;1;1 - Angirių;135;72;63
19;Kėdainių rajono;2;2 - Aristavos;485;233;252
19;Kėdainių rajono;3;3 - Ažytėnų;253;133;120
19;Kėdainių rajono;4;4 - Babėnų;2211;1022;1189
19;Kėdainių rajono;5;5 - Beinaičių;295;152;143
19;Kėdainių rajono;6;6 - Vikaičių;360;192;168
19;Kėdainių rajono;7;7 - Dotnuvos;1044;497;547
19;Kėdainių rajono;8;8 - Gudžiūnų;381;182;199
19;Kėdainių rajono;9;9 - Josvainių;1327;619;708
19;Kėdainių rajono;10;10 - Kalnaberžės;325;166;159
19;Kėdainių rajono;11;11 - Kaplių;206;93;113
19;Kėdainių rajono;12;12 - Keleriškių;729;382;347
19;Kėdainių rajono;13;13 - Krakių;697;328;369
19;Kėdainių rajono;14;14 - Kunionių;408;211;197
19;Kėdainių rajono;15;15 - Labūnavos;650;313;337
19;Kėdainių rajono;16;16 - Lančiūnavos;496;226;270
19;Kėdainių rajono;17;17 - Langakių;268;143;125
19;Kėdainių rajono;18;18 - Liaudies;2929;1261;1668
19;Kėdainių rajono;19;19 - Mantviliškio;247;127;120
19;Kėdainių rajono;21;21 - Meironiškio;293;151;142
19;Kėdainių rajono;22;22 - Naujoji;1617;635;982
19;Kėdainių rajono;23;23 - Miegėnų;353;189;164
19;Kėdainių rajono;24;24 - Nociūnų;527;275;252
19;Kėdainių rajono;25;25 - Okainių;278;145;133
19;Kėdainių rajono;26;26 - Paaluonio;180;88;92
19;Kėdainių rajono;27;27 - Pagirių;341;157;184
19;Kėdainių rajono;28;28 - Pajieslio;337;161;176
19;Kėdainių rajono;29;29 - Parko;1030;449;581
19;Kėdainių rajono;30;30 - Pašušvio;297;139;158
19;Kėdainių rajono;31;31 - Pelėdnagių;1545;758;787
19;Kėdainių rajono;32;32 - Pelutavos;237;114;123
19;Kėdainių rajono;33;33 - Pergalės;2145;900;1245
19;Kėdainių rajono;34;34 - Pernaravos;282;137;145
19;Kėdainių rajono;35;35 - Petkūnų;138;75;63
19;Kėdainių rajono;36;36 - Radvilų;1871;773;1098
19;Kėdainių rajono;38;38 - Senamiesčio;983;454;529
19;Kėdainių rajono;39;39 - Sirutiškio;338;165;173
19;Kėdainių rajono;40;40 - Skaistgirių;226;116;110
19;Kėdainių rajono;41;41 - Smilgos;1360;603;757
19;Kėdainių rajono;42;42 - Statybininkų;1035;467;568
19;Kėdainių rajono;43;43 - Surviliškio;394;187;207
19;Kėdainių rajono;44;44 - Šėtos;814;397;417
19;Kėdainių rajono;45;45 - Šlapaberžės;457;239;218
19;Kėdainių rajono;46;46 - Taikos;2034;850;1184
19;Kėdainių rajono;47;47 - Tiskūnų;691;358;333
19;Kėdainių rajono;48;48 - Truskavos;368;175;193
19;Kėdainių rajono;49;49 - Vainikų;326;165;161
19;Kėdainių rajono;50;50 - Vilainių;1019;464;555
19;Kėdainių rajono;51;51 - Žemaitės;1712;686;1026
19;Kėdainių rajono;52;52 - Akademijos;547;238;309
19;Kėdainių rajono;53;53 - Beržų;286;151;135
19;Kėdainių rajono;54;54 - Dotnuvėlės;804;370;434
20;Klaipėdos miesto;1;1 - Gimnazijos;2908;1268;1640
20;Klaipėdos miesto;4;4 - Danės;1036;439;597
20;Klaipėdos miesto;5;5 - Eglės;1430;599;831
20;Klaipėdos miesto;6;6 - Dviračių Treko;2201;920;1281
20;Klaipėdos miesto;7;7 - Kretingos;1880;859;1021
20;Klaipėdos miesto;8;8 - Šviesos;2517;1105;1412
20;Klaipėdos miesto;9;9 - Muzikos Centro;1125;492;633
20;Klaipėdos miesto;10;10 - Žaliakalnio;977;418;559
20;Klaipėdos miesto;11;11 - Saulutės;4047;1837;2210
20;Klaipėdos miesto;13;13 - Strėvos;2683;1176;1507
20;Klaipėdos miesto;14;14 - Sulupės;2229;979;1250
20;Klaipėdos miesto;15;15 - Tauralaukio;4189;1931;2258
20;Klaipėdos miesto;16;16 - Baltikalnio;1310;561;749
20;Klaipėdos miesto;17;17 - Saulėtekio;2326;1153;1173
20;Klaipėdos miesto;18;18 - Šatrijos;1038;497;541
20;Klaipėdos miesto;19;19 - Vilties;1550;637;913
20;Klaipėdos miesto;20;20 - Pingvinuko;1450;626;824
20;Klaipėdos miesto;21;21 - Klaipėdos Vandens;3578;1554;2024
20;Klaipėdos miesto;22;22 - Rumpiškių;1314;538;776
20;Klaipėdos miesto;23;23 - Aitvaro;2511;1058;1453
20;Klaipėdos miesto;25;25 - Šilojų;3659;1673;1986
20;Klaipėdos miesto;26;26 - Brigantinos;1571;672;899
20;Klaipėdos miesto;27;27 - Draugystės;2580;1093;1487
20;Klaipėdos miesto;29;29 - Švyturio;1642;726;916
20;Klaipėdos miesto;30;30 - Olimpijos;1605;714;891
20;Klaipėdos miesto;32;32 - Dainavos;2475;1044;1431
20;Klaipėdos miesto;33;33 - Aušros;927;386;541
20;Klaipėdos miesto;35;35 - Nykštuko;1736;721;1015
20;Klaipėdos miesto;36;36 - Debreceno;2154;929;1225
20;Klaipėdos miesto;37;37 - Gedminų;2181;928;1253
20;Klaipėdos miesto;38;38 - Vėtrungės;1954;848;1106
20;Klaipėdos miesto;39;39 - Žilvičio;1365;575;790
20;Klaipėdos miesto;40;40 - Pamario;3319;1450;1869
20;Klaipėdos miesto;43;43 - Rambyno;2585;1168;1417
20;Klaipėdos miesto;45;45 - Menų mokyklos;1758;754;1004
20;Klaipėdos miesto;47;47 - Versmės;3147;1311;1836
20;Klaipėdos miesto;48;48 - Vakarų;3291;1412;1879
20;Klaipėdos miesto;49;49 - Aukuro;2748;1181;1567
20;Klaipėdos miesto;50;50 - Smiltelės;2993;1298;1695
20;Klaipėdos miesto;51;51 - Alksnynės;3045;1325;1720
20;Klaipėdos miesto;52;52 - Baltijos;1604;741;863
20;Klaipėdos miesto;54;54 - Želmenėlio;2686;1194;1492
20;Klaipėdos miesto;55;55 - Brožynų;3016;1347;1669
20;Klaipėdos miesto;56;56 - Laukininkai;3496;1551;1945
20;Klaipėdos miesto;57;57 - Budelkiemio;3206;1424;1782
20;Klaipėdos miesto;58;58 - Berželio;3409;1493;1916
20;Klaipėdos miesto;59;59 - Girulių;572;280;292
20;Klaipėdos miesto;60;60 - Molo;877;434;443
20;Klaipėdos miesto;63;63 - Prekybos uosto;2580;1049;1531
20;Klaipėdos miesto;64;64 - S. Daukanto;882;399;483
20;Klaipėdos miesto;65;65 - Kuršių;1528;651;877
20;Klaipėdos miesto;66;66 - Politechnikos;1249;596;653
20;Klaipėdos miesto;67;67 - Volungėlės;2423;1113;1310
20;Klaipėdos miesto;68;68 - Bandužių;3445;1574;1871
21;Klaipėdos rajono;1;1 - Gargždų;3259;1416;1843
21;Klaipėdos rajono;2;2 - Gargždų;3697;1790;1907
21;Klaipėdos rajono;3;3 - Gargždų;2971;1328;1643
21;Klaipėdos rajono;4;4 - Gargždų;1923;847;1076
21;Klaipėdos rajono;5;5 - Endriejavo;947;485;462
21;Klaipėdos rajono;6;6 - Judrėnų;472;230;242
21;Klaipėdos rajono;7;7 - Žadeikių;213;95;118
21;Klaipėdos rajono;8;8 - Daukšaičių;297;140;157
21;Klaipėdos rajono;9;9 - Pėžaičių;500;258;242
21;Klaipėdos rajono;10;10 - Šalpėnų;294;154;140
21;Klaipėdos rajono;11;11 - Veiviržėnų;1070;522;548
21;Klaipėdos rajono;12;12 - Girininkų;439;232;207
21;Klaipėdos rajono;13;13 - Lapių;522;273;249
21;Klaipėdos rajono;14;14 - Tilvikų;187;106;81
21;Klaipėdos rajono;15;15 - Vėžaičių;2394;1186;1208
21;Klaipėdos rajono;16;16 - Priekulės;2154;1039;1115
21;Klaipėdos rajono;17;17 - Agluonėnų;924;471;453
21;Klaipėdos rajono;18;18 - Dovilų;3429;1742;1687
21;Klaipėdos rajono;19;19 - Ketvergių;2129;1121;1008
21;Klaipėdos rajono;20;20 - Šiūparių;691;347;344
21;Klaipėdos rajono;21;21 - Dauparų;1670;835;835
